Institute#Academic Program Name#Quota#Seat Type#Gender#Opening Rank#Closing Rank
Indian Institute of Technology Kharagpur#Mechanical Engineering with M.Tech. in any of the listed specializations (5 Years, Bachelor and Master of Technology (Dual Degree))#AI#OPEN#Female-only (including Supernumerary)#9590#11509
Indian Institute of Technology Kharagpur#Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)#AI#OPEN#Gender-Neutral#5873#6738
Indian Institute of Technology Kharagpur#Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)#AI#OPEN#Female-only (including Supernumerary)#9261#12326
Indian Institute of Technology Kharagpur#Metallurgical and Materials Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))#AI#OPEN#Gender-Neutral#6896#8386
Indian Institute of Technology Kharagpur#Metallurgical and Materials Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))#AI#OPEN#Female-only (including Supernumerary)#14312#15393
Indian Institute of Technology Kharagpur#Mining Engineering (4 Years, Bachelor of Technology)#AI#OPEN#Gender-Neutral#7326#8904
Indian Institute of Technology Kharagpur#Mining Engineering (4 Years, Bachelor of Technology)#AI#OPEN#Female-only (including Supernumerary)#15371#16340
Indian Institute of Technology Kharagpur#Mining Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))#AI#OPEN#Gender-Neutral#9115#9939
Indian Institute of Technology Kharagpur#Mining Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))#AI#OPEN#Female-only (including Supernumerary)#17344#17675
Indian Institute of Technology Kharagpur#Mining Safety Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))#AI#OPEN#Gender-Neutral#10062#11192
Indian Institute of Technology Kharagpur#Mining Safety Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))#AI#OPEN#Female-only (including Supernumerary)#17722#19120
Indian Institute of Technology Kharagpur#Ocean Engineering and Naval Architecture (4 Years, Bachelor of Technology)#AI#OPEN#Gender-Neutral#7664#8360
Indian Institute of Technology Kharagpur#Ocean Engineering and Naval Architecture (4 Years, Bachelor of Technology)#AI#OPEN#Female-only (including Supernumerary)#14369#14947
Indian Institute of Technology Kharagpur#Ocean Engineering and Naval Architecture (5 Years, Bachelor and Master of Technology (Dual Degree))#AI#OPEN#Gender-Neutral#7526#9860
Indian Institute of Technology Kharagpur#Ocean Engineering and Naval Architecture (5 Years, Bachelor and Master of Technology (Dual Degree))#AI#OPEN#Female-only (including Supernumerary)#15839#16613
Indian Institute of Technology Kharagpur#Physics (4 Years, Bachelor of Science)#AI#OPEN#Gender-Neutral#5824#7687
Indian Institute of Technology Kharagpur#Physics (4 Years, Bachelor of Science)#AI#OPEN#Female-only (including Supernumerary)#8956#14100
Indian Institute of Technology Hyderabad#Artificial Intelligence (4 Years, Bachelor of Technology)#AI#OPEN#Gender-Neutral#568#875
Indian Institute of Technology Hyderabad#Artificial Intelligence (4 Years, Bachelor of Technology)#AI#OPEN#Female-only (including Supernumerary)#1625#1845
Indian Institute of Technology Hyderabad#Biomedical Engineering (4 Years, Bachelor of Technology)#AI#OPEN#Gender-Neutral#7318#9354
Indian Institute of Technology Hyderabad#Biomedical Engineering (4 Years, Bachelor of Technology)#AI#OPEN#Female-only (including Supernumerary)#7807#14001
Indian Institute of Technology Hyderabad#Biotechnology and Bioinformatics (4 Years, Bachelor of Technology)#AI#OPEN#Gender-Neutral#7976#9219
Indian Institute of Technology Hyderabad#Biotechnology and Bioinformatics (4 Years, Bachelor of Technology)#AI#OPEN#Female-only (including Supernumerary)#11762#12599
Indian Institute of Technology Hyderabad#Chemical Engineering (4 Years, Bachelor of Technology)#AI#OPEN#Gender-Neutral#4207#6282
Indian Institute of Technology Hyderabad#Chemical Engineering (4 Years, Bachelor of Technology)#AI#OPEN#Female-only (including Supernumerary)#6743#10784
Indian Institute of Technology Hyderabad#Civil Engineering (4 Years, Bachelor of Technology)#AI#OPEN#Gender-Neutral#6450#8287
Indian Institute of Technology Hyderabad#Civil Engineering (4 Years, Bachelor of Technology)#AI#OPEN#Female-only (including Supernumerary)#10668#14111
Indian Institute of Technology Hyderabad#Computational Engineering (4 Years, Bachelor of Technology)#AI#OPEN#Gender-Neutral#1304#1812
Indian Institute of Technology Hyderabad#Computational Engineering (4 Years, Bachelor of Technology)#AI#OPEN#Female-only (including Supernumerary)#4413#4433
Indian Institute of Technology Hyderabad#Computer Science and Engineering (4 Years, Bachelor of Technology)#AI#OPEN#Gender-Neutral#158#604
Indian Institute of Technology Hyderabad#Computer Science and Engineering (4 Years, Bachelor of Technology)#AI#OPEN#Female-only (including Supernumerary)#636#1300
Indian Institute of Technology Hyderabad#Electrical Engineering (4 Years, Bachelor of Technology)#AI#OPEN#Gender-Neutral#1086#2076
Indian Institute of Technology Hyderabad#Electrical Engineering (4 Years, Bachelor of Technology)#AI#OPEN#Female-only (including Supernumerary)#2972#3787
Indian Institute of Technology Hyderabad#Electrical Engineering (IC Design and Technology) (4 Years, Bachelor of Technology)#AI#OPEN#Gender-Neutral#1334#2126
Indian Institute of Technology Hyderabad#Electrical Engineering (IC Design and Technology) (4 Years, Bachelor of Technology)#AI#OPEN#Female-only (including Supernumerary)#3629#4459
Indian Institute of Technology Hyderabad#Engineering Physics (4 Years, Bachelor of Technology)#AI#OPEN#Gender-Neutral#3244#5357
Indian Institute of Technology Hyderabad#Engineering Physics (4 Years, Bachelor of Technology)#AI#OPEN#Female-only (including Supernumerary)#4866#8131
Indian Institute of Technology Hyderabad#Engineering Science (4 Years, Bachelor of Technology)#AI#OPEN#Gender-Neutral#1956#3987
Indian Institute of Technology Hyderabad#Engineering Science (4 Years, Bachelor of Technology)#AI#OPEN#Female-only (including Supernumerary)#5513#6124
Indian Institute of Technology Hyderabad#Industrial Chemistry (4 Years, Bachelor of Technology)#AI#OPEN#Gender-Neutral#8271#9603
Indian Institute of Technology Hyderabad#Industrial Chemistry (4 Years, Bachelor of Technology)#AI#OPEN#Female-only (including Supernumerary)#14291#14327
Indian Institute of Technology Hyderabad#Materials Science and Metallurgical Engineering (4 Years, Bachelor of Technology)#AI#OPEN#Gender-Neutral#7306#8606
Indian Institute of Technology Hyderabad#Materials Science and Metallurgical Engineering (4 Years, Bachelor of Technology)#AI#OPEN#Female-only (including Supernumerary)#11677#13873
Indian Institute of Technology Hyderabad#Mathematics and Computing (4 Years, Bachelor of Technology)#AI#OPEN#Gender-Neutral#660#1030
Indian Institute of Technology Hyderabad#Mathematics and Computing (4 Years, Bachelor of Technology)#AI#OPEN#Female-only (including Supernumerary)#1893#1893
Indian Institute of Technology Hyderabad#Mechanical Engineering (4 Years, Bachelor of Technology)#AI#OPEN#Gender-Neutral#2403#4536
Indian Institute of Technology Hyderabad#Mechanical Engineering (4 Years, Bachelor of Technology)#AI#OPEN#Female-only (including Supernumerary)#7694#9449
Indian Institute of Technology Jodhpur#Artificial Intelligence and Data Science (4 Years, Bachelor of Technology)#AI#OPEN#Gender-Neutral#2271#3082
Indian Institute of Technology Jodhpur#Artificial Intelligence and Data Science (4 Years, Bachelor of Technology)#AI#OPEN#Female-only (including Supernumerary)#3219#6706
Indian Institute of Technology Jodhpur#Bio Engineering (4 Years, Bachelor of Technology)#AI#OPEN#Gender-Neutral#10924#14292
Indian Institute of Technology Jodhpur#Bio Engineering (4 Years, Bachelor of Technology)#AI#OPEN#Female-only (including Supernumerary)#17515#21318
Indian Institute of Technology Jodhpur#Chemical Engineering (4 Years, Bachelor of Technology)#AI#OPEN#Gender-Neutral#8951#10458
Indian Institute of Technology Jodhpur#Chemical Engineering (4 Years, Bachelor of Technology)#AI#OPEN#Female-only (including Supernumerary)#14836#16132
Indian Institute of Technology Jodhpur#Chemistry with Specialization (4 Years, Bachelor of Science)#AI#OPEN#Gender-Neutral#13626#15176
Indian Institute of Technology Jodhpur#Chemistry with Specialization (4 Years, Bachelor of Science)#AI#OPEN#Female-only (including Supernumerary)#21119#21738
Indian Institute of Technology Jodhpur#Civil and Infrastructure Engineering (4 Years, Bachelor of Technology)#AI#OPEN#Gender-Neutral#10662#12329
Indian Institute of Technology Jodhpur#Civil and Infrastructure Engineering (4 Years, Bachelor of Technology)#AI#OPEN#Female-only (including Supernumerary)#17747#19224
Indian Institute of Technology Jodhpur#Computer Science and Engineering (4 Years, Bachelor of Technology)#AI#OPEN#Gender-Neutral#1554#2270
Indian Institute of Technology Jodhpur#Computer Science and Engineering (4 Years, Bachelor of Technology)#AI#OPEN#Female-only (including Supernumerary)#4212#5206
Indian Institute of Technology Jodhpur#Electrical Engineering (4 Years, Bachelor of Technology)#AI#OPEN#Gender-Neutral#3617#6070
Indian Institute of Technology Jodhpur#Electrical Engineering (4 Years, Bachelor of Technology)#AI#OPEN#Female-only (including Supernumerary)#8870#10959
Indian Institute of Technology Jodhpur#Materials Engineering (4 Years, Bachelor of Technology)#AI#OPEN#Gender-Neutral#10491#13318
Indian Institute of Technology Jodhpur#Materials Engineering (4 Years, Bachelor of Technology)#AI#OPEN#Female-only (including Supernumerary)#18102#20040
Indian Institute of Technology Jodhpur#Mechanical Engineering (4 Years, Bachelor of Technology)#AI#OPEN#Gender-Neutral#7041#9206
Indian Institute of Technology Jodhpur#Mechanical Engineering (4 Years, Bachelor of Technology)#AI#OPEN#Female-only (including Supernumerary)#15073#17543
Indian Institute of Technology Jodhpur#Physics with Specialization (4 Years, Bachelor of Science)#AI#OPEN#Gender-Neutral#10480#12830
Indian Institute of Technology Jodhpur#Physics with Specialization (4 Years, Bachelor of Science)#AI#OPEN#Female-only (including Supernumerary)#19130#20616
Indian Institute of Technology Kanpur#Aerospace Engineering (4 Years, Bachelor of Technology)#AI#OPEN#Gender-Neutral#2316#3754
Indian Institute of Technology Kanpur#Aerospace Engineering (4 Years, Bachelor of Technology)#AI#OPEN#Female-only (including Supernumerary)#6174#8157
Indian Institute of Technology Kanpur#Biological Sciences and Bioengineering (4 Years, Bachelor of Technology)#AI#OPEN#Gender-Neutral#5576#7520
Indian Institute of Technology Kanpur#Biological Sciences and Bioengineering (4 Years, Bachelor of Technology)#AI#OPEN#Female-only (including Supernumerary)#10435#11591
Indian Institute of Technology Kanpur#Chemical Engineering (4 Years, Bachelor of Technology)#AI#OPEN#Gender-Neutral#2990#4097
Indian Institute of Technology Kanpur#Chemical Engineering (4 Years, Bachelor of Technology)#AI#OPEN#Female-only (including Supernumerary)#6265#8176
Indian Institute of Technology Kanpur#Chemistry (4 Years, Bachelor of Science)#AI#OPEN#Gender-Neutral#8784#10942
Indian Institute of Technology Kanpur#Chemistry (4 Years, Bachelor of Science)#AI#OPEN#Female-only (including Supernumerary)#15081#17370
Indian Institute of Technology Kanpur#Civil Engineering (4 Years, Bachelor of Technology)#AI#OPEN#Gender-Neutral#4295#5933
Indian Institute of Technology Kanpur#Civil Engineering (4 Years, Bachelor of Technology)#AI#OPEN#Female-only (including Supernumerary)#9423#12566
Indian Institute of Technology Kanpur#Computer Science and Engineering (4 Years, Bachelor of Technology)#AI#OPEN#Gender-Neutral#118#215
Indian Institute of Technology Kanpur#Computer Science and Engineering (4 Years, Bachelor of Technology)#AI#OPEN#Female-only (including Supernumerary)#437#610
Indian Institute of Technology Kanpur#Earth Sciences (4 Years, Bachelor of Science)#AI#OPEN#Gender-Neutral#7875#10106
Indian Institute of Technology Kanpur#Earth Sciences (4 Years, Bachelor of Science)#AI#OPEN#Female-only (including Supernumerary)#14259#16450
Indian Institute of Technology Kanpur#Economics (4 Years, Bachelor of Science)#AI#OPEN#Gender-Neutral#2084#3242
Indian Institute of Technology Kanpur#Economics (4 Years, Bachelor of Science)#AI#OPEN#Female-only (including Supernumerary)#6609#7141
Indian Institute of Technology Kanpur#Electrical Engineering (4 Years, Bachelor of Technology)#AI#OPEN#Gender-Neutral#539#1305
Indian Institute of Technology Kanpur#Electrical Engineering (4 Years, Bachelor of Technology)#AI#OPEN#Female-only (including Supernumerary)#1984#3440
Indian Institute of Technology Kanpur#Materials Science and Engineering (4 Years, Bachelor of Technology)#AI#OPEN#Gender-Neutral#4644#6405
Indian Institute of Technology Kanpur#Materials Science and Engineering (4 Years, Bachelor of Technology)#AI#OPEN#Female-only (including Supernumerary)#10976#11713
Indian Institute of Technology Kanpur#Mathematics and Scientific Computing (4 Years, Bachelor of Science)#AI#OPEN#Gender-Neutral#619#987
Indian Institute of Technology Kanpur#Mathematics and Scientific Computing (4 Years, Bachelor of Science)#AI#OPEN#Female-only (including Supernumerary)#2225#3542
Indian Institute of Technology Kanpur#Mechanical Engineering (4 Years, Bachelor of Technology)#AI#OPEN#Gender-Neutral#1769#2844
Indian Institute of Technology Kanpur#Mechanical Engineering (4 Years, Bachelor of Technology)#AI#OPEN#Female-only (including Supernumerary)#5739#6999
Indian Institute of Technology Kanpur#Physics (4 Years, Bachelor of Science)#AI#OPEN#Gender-Neutral#2789#5572
Indian Institute of Technology Kanpur#Physics (4 Years, Bachelor of Science)#AI#OPEN#Female-only (including Supernumerary)#7442#14020
Indian Institute of Technology Kanpur#Statistics and Data Science (4 Years, Bachelor of Science)#AI#OPEN#Gender-Neutral#736#1090
Indian Institute of Technology Kanpur#Statistics and Data Science (4 Years, Bachelor of Science)#AI#OPEN#Female-only (including Supernumerary)#3262#3686
Indian Institute of Technology Madras#Aerospace Engineering (4 Years, Bachelor of Technology)#AI#OPEN#Gender-Neutral#422#3001
Indian Institute of Technology Madras#Aerospace Engineering (4 Years, Bachelor of Technology)#AI#OPEN#Female-only (including Supernumerary)#4062#5990
Indian Institute of Technology Madras#Aerospace Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))#AI#OPEN#Gender-Neutral#3172#3293
Indian Institute of Technology Madras#Aerospace Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))#AI#OPEN#Female-only (including Supernumerary)#6279#6279
Indian Institute of Technology Madras#Biological Engineering (4 Years, Bachelor of Technology)#AI#OPEN#Gender-Neutral#1278#6823
Indian Institute of Technology Madras#Biological Engineering (4 Years, Bachelor of Technology)#AI#OPEN#Female-only (including Supernumerary)#4133#8105
Indian Institute of Technology Madras#Biological Science (4 Years, Bachelor of Science)#AI#OPEN#Gender-Neutral#4668#10060
