Institute#Academic Program Name#Quota#Seat Type#Gender#Opening Rank#Closing Rank
Indian Institute of Engineering Science and Technology, Shibpur#Computer Science and Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Female-only (including Supernumerary)#13541#20059
Indian Institute of Engineering Science and Technology, Shibpur#Electrical Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Gender-Neutral#16797#23153
Indian Institute of Engineering Science and Technology, Shibpur#Electrical Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Female-only (including Supernumerary)#23708#30365
Indian Institute of Engineering Science and Technology, Shibpur#Electrical Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Gender-Neutral#22661#28582
Indian Institute of Engineering Science and Technology, Shibpur#Electrical Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Female-only (including Supernumerary)#36158#38414
Indian Institute of Engineering Science and Technology, Shibpur#Electronics and Telecommunication Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Gender-Neutral#13309#18868
Indian Institute of Engineering Science and Technology, Shibpur#Electronics and Telecommunication Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Female-only (including Supernumerary)#20001#21593
Indian Institute of Engineering Science and Technology, Shibpur#Electronics and Telecommunication Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Gender-Neutral#17614#21207
Indian Institute of Engineering Science and Technology, Shibpur#Electronics and Telecommunication Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Female-only (including Supernumerary)#28549#29718
Indian Institute of Engineering Science and Technology, Shibpur#Information Technology (4 Years, Bachelor of Technology)#HS#OPEN#Gender-Neutral#12114#18259
Indian Institute of Engineering Science and Technology, Shibpur#Information Technology (4 Years, Bachelor of Technology)#HS#OPEN#Female-only (including Supernumerary)#16373#20704
Indian Institute of Engineering Science and Technology, Shibpur#Information Technology (4 Years, Bachelor of Technology)#OS#OPEN#Gender-Neutral#13788#16809
Indian Institute of Engineering Science and Technology, Shibpur#Information Technology (4 Years, Bachelor of Technology)#OS#OPEN#Female-only (including Supernumerary)#22479#28660
Indian Institute of Engineering Science and Technology, Shibpur#Mechanical Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Gender-Neutral#19520#29101
Indian Institute of Engineering Science and Technology, Shibpur#Mechanical Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Female-only (including Supernumerary)#42118#46328
Indian Institute of Engineering Science and Technology, Shibpur#Mechanical Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Gender-Neutral#26554#37579
Indian Institute of Engineering Science and Technology, Shibpur#Mechanical Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Female-only (including Supernumerary)#39123#49517
Indian Institute of Engineering Science and Technology, Shibpur#Metallurgy and Materials Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Gender-Neutral#23675#48023
Indian Institute of Engineering Science and Technology, Shibpur#Metallurgy and Materials Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Female-only (including Supernumerary)#46840#51844
Indian Institute of Engineering Science and Technology, Shibpur#Metallurgy and Materials Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Gender-Neutral#44874#51002
Indian Institute of Engineering Science and Technology, Shibpur#Metallurgy and Materials Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Female-only (including Supernumerary)#57855#60298
Indian Institute of Engineering Science and Technology, Shibpur#Mining Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Gender-Neutral#47749#53265
Indian Institute of Engineering Science and Technology, Shibpur#Mining Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Female-only (including Supernumerary)#53633#55513
Indian Institute of Engineering Science and Technology, Shibpur#Mining Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Gender-Neutral#46278#54788
Indian Institute of Engineering Science and Technology, Shibpur#Mining Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Female-only (including Supernumerary)#60785#60853
Atal Bihari Vajpayee Indian Institute of Information Technology & Management Gwalior#Computer Science and Engineering (4 Years, Bachelor of Technology)#AI#OPEN#Gender-Neutral#5382#7757
Atal Bihari Vajpayee Indian Institute of Information Technology & Management Gwalior#Computer Science and Engineering (4 Years, Bachelor of Technology)#AI#OPEN#Female-only (including Supernumerary)#9118#11765
Atal Bihari Vajpayee Indian Institute of Information Technology & Management Gwalior#Electrical and Electronics Engineering (4 Years, Bachelor of Technology)#AI#OPEN#Gender-Neutral#12213#17777
Atal Bihari Vajpayee Indian Institute of Information Technology & Management Gwalior#Electrical and Electronics Engineering (4 Years, Bachelor of Technology)#AI#OPEN#Female-only (including Supernumerary)#22422#26461
Atal Bihari Vajpayee Indian Institute of Information Technology & Management Gwalior#Integrated B. Tech.(IT) and M. Tech (IT) (5 Years, Integrated B. Tech. and M. Tech.)#AI#OPEN#Gender-Neutral#9271#13027
Atal Bihari Vajpayee Indian Institute of Information Technology & Management Gwalior#Integrated B. Tech.(IT) and M. Tech (IT) (5 Years, Integrated B. Tech. and M. Tech.)#AI#OPEN#Female-only (including Supernumerary)#12258#21488
Atal Bihari Vajpayee Indian Institute of Information Technology & Management Gwalior#Integrated B. Tech.(IT) and MBA (5 Years, Integrated B. Tech. and MBA)#AI#OPEN#Gender-Neutral#13165#15598
Atal Bihari Vajpayee Indian Institute of Information Technology & Management Gwalior#Integrated B. Tech.(IT) and MBA (5 Years, Integrated B. Tech. and MBA)#AI#OPEN#Female-only (including Supernumerary)#21063#22758
Atal Bihari Vajpayee Indian Institute of Information Technology & Management Gwalior#Mathematics and Scientific Computing (4 Years, Bachelor of Technology)#AI#OPEN#Gender-Neutral#7420#12085
Atal Bihari Vajpayee Indian Institute of Information Technology & Management Gwalior#Mathematics and Scientific Computing (4 Years, Bachelor of Technology)#AI#OPEN#Female-only (including Supernumerary)#15143#15856
Indian Institute of Information Technology (IIIT)Kota, Rajasthan#Computer Science and Engineering (4 Years, Bachelor of Technology)#AI#OPEN#Gender-Neutral#12721#22296
Indian Institute of Information Technology (IIIT)Kota, Rajasthan#Computer Science and Engineering (4 Years, Bachelor of Technology)#AI#OPEN#Female-only (including Supernumerary)#18761#29830
Indian Institute of Information Technology (IIIT)Kota, Rajasthan#Electronics and Communication Engineering (4 Years, Bachelor of Technology)#AI#OPEN#Gender-Neutral#23154#31608
Indian Institute of Information Technology (IIIT)Kota, Rajasthan#Electronics and Communication Engineering (4 Years, Bachelor of Technology)#AI#OPEN#Female-only (including Supernumerary)#31714#33828
Indian Institute of Information Technology Guwahati#Computer Science and Engineering (4 Years, Bachelor of Technology)#AI#OPEN#Gender-Neutral#15041#20625
Indian Institute of Information Technology Guwahati#Computer Science and Engineering (4 Years, Bachelor of Technology)#AI#OPEN#Female-only (including Supernumerary)#22514#30265
Indian Institute of Information Technology Guwahati#Electronics and Communication Engineering (4 Years, Bachelor of Technology)#AI#OPEN#Gender-Neutral#6816#32508
Indian Institute of Information Technology Guwahati#Electronics and Communication Engineering (4 Years, Bachelor of Technology)#AI#OPEN#Female-only (including Supernumerary)#30538#35265
Indian Institute of Information Technology(IIIT) Kalyani, West Bengal#Computer Science and Engineering (4 Years, Bachelor of Technology)#AI#OPEN#Gender-Neutral#22025#37195
Indian Institute of Information Technology(IIIT) Kalyani, West Bengal#Electronics and Communication Engineering (4 Years, Bachelor of Technology)#AI#OPEN#Gender-Neutral#38022#41775
Indian Institute of Information Technology(IIIT) Kilohrad, Sonepat, Haryana#Computer Science and Engineering (4 Years, Bachelor of Technology)#AI#OPEN#Gender-Neutral#17023#25572
Indian Institute of Information Technology(IIIT) Kilohrad, Sonepat, Haryana#Information Technology (4 Years, Bachelor of Technology)#AI#OPEN#Gender-Neutral#21020#27255
Indian Institute of Information Technology(IIIT) Una, Himachal Pradesh#Computer Science and Engineering (4 Years, Bachelor of Technology)#AI#OPEN#Gender-Neutral#19413#27059
Indian Institute of Information Technology(IIIT) Una, Himachal Pradesh#Computer Science and Engineering (4 Years, Bachelor of Technology)#AI#OPEN#Female-only (including Supernumerary)#25078#25851
Indian Institute of Information Technology(IIIT) Una, Himachal Pradesh#Electronics and Communication Engineering (4 Years, Bachelor of Technology)#AI#OPEN#Gender-Neutral#29711#37252
Indian Institute of Information Technology(IIIT) Una, Himachal Pradesh#Electronics and Communication Engineering (4 Years, Bachelor of Technology)#AI#OPEN#Female-only (including Supernumerary)#31015#34570
Indian Institute of Information Technology(IIIT) Una, Himachal Pradesh#Information Technology (4 Years, Bachelor of Technology)#AI#OPEN#Gender-Neutral#27144#30983
Indian Institute of Information Technology(IIIT) Una, Himachal Pradesh#Information Technology (4 Years, Bachelor of Technology)#AI#OPEN#Female-only (including Supernumerary)#30776#30844
Indian Institute of Information Technology (IIIT), Sri City, Chittoor#Artificial Intelligence and Data Science (4 Years, Bachelor of Technology)#AI#OPEN#Gender-Neutral#17087#30151
Indian Institute of Information Technology (IIIT), Sri City, Chittoor#Artificial Intelligence and Data Science (4 Years, Bachelor of Technology)#AI#OPEN#Female-only (including Supernumerary)#29340#31168
Indian Institute of Information Technology (IIIT), Sri City, Chittoor#Computer Science and Engineering (4 Years, Bachelor of Technology)#AI#OPEN#Gender-Neutral#11064#27829
Indian Institute of Information Technology (IIIT), Sri City, Chittoor#Computer Science and Engineering (4 Years, Bachelor of Technology)#AI#OPEN#Female-only (including Supernumerary)#17401#28218
Indian Institute of Information Technology (IIIT), Sri City, Chittoor#Electronics and Communication Engineering (4 Years, Bachelor of Technology)#AI#OPEN#Gender-Neutral#26878#38934
Indian Institute of Information Technology (IIIT), Sri City, Chittoor#Electronics and Communication Engineering (4 Years, Bachelor of Technology)#AI#OPEN#Female-only (including Supernumerary)#31459#35012
Indian Institute of Information Technology(IIIT), Vadodara, Gujrat#Computer Science and Engineering (4 Years, Bachelor of Technology)#AI#OPEN#Gender-Neutral#14349#21987
Indian Institute of Information Technology(IIIT), Vadodara, Gujrat#Computer Science and Engineering (4 Years, Bachelor of Technology)#AI#OPEN#Female-only (including Supernumerary)#14659#28372
Indian Institute of Information Technology(IIIT), Vadodara, Gujrat#Information Technology (4 Years, Bachelor of Technology)#AI#OPEN#Gender-Neutral#22404#23671
Indian Institute of Information Technology(IIIT), Vadodara, Gujrat#Information Technology (4 Years, Bachelor of Technology)#AI#OPEN#Female-only (including Supernumerary)#29158#30854
Indian Institute of Information Technology, Allahabad#Electronics and Communication Engineering (4 Years, Bachelor of Technology)#AI#OPEN#Gender-Neutral#4501#9270
Indian Institute of Information Technology, Allahabad#Electronics and Communication Engineering (4 Years, Bachelor of Technology)#AI#OPEN#Female-only (including Supernumerary)#13241#15613
Indian Institute of Information Technology, Allahabad#Information Technology (4 Years, Bachelor of Technology)#AI#OPEN#Gender-Neutral#672#5378
Indian Institute of Information Technology, Allahabad#Information Technology (4 Years, Bachelor of Technology)#AI#OPEN#Female-only (including Supernumerary)#3098#10101
Indian Institute of Information Technology, Allahabad#Information Technology-Business Informatics (4 Years, Bachelor of Technology)#AI#OPEN#Gender-Neutral#3483#5780
Indian Institute of Information Technology, Allahabad#Information Technology-Business Informatics (4 Years, Bachelor of Technology)#AI#OPEN#Female-only (including Supernumerary)#10320#10455
Indian Institute of Information Technology, Design & Manufacturing, Kancheepuram#B.Tech. in Electronics and Communication Engineering and M.Tech. in Communication Systems (5 Years, Bachelor and Master of Technology (Dual Degree))#AI#OPEN#Gender-Neutral#21555#33695
Indian Institute of Information Technology, Design & Manufacturing, Kancheepuram#B.Tech. in Electronics and Communication Engineering and M.Tech. in VLSI Design (5 Years, Bachelor and Master of Technology (Dual Degree))#AI#OPEN#Gender-Neutral#20021#32242
Indian Institute of Information Technology, Design & Manufacturing, Kancheepuram#Computer Science and Engineering (4 Years, Bachelor of Technology)#AI#OPEN#Gender-Neutral#10753#16986
Indian Institute of Information Technology, Design & Manufacturing, Kancheepuram#Computer Science and Engineering (4 Years, Bachelor of Technology)#AI#OPEN#Female-only (including Supernumerary)#11974#18398
Indian Institute of Information Technology, Design & Manufacturing, Kancheepuram#Computer Science and Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))#AI#OPEN#Gender-Neutral#10931#21779
Indian Institute of Information Technology, Design & Manufacturing, Kancheepuram#Computer Science and Engineering with Major in Artificial Intelligence (4 Years, Bachelor of Technology)#AI#OPEN#Gender-Neutral#8539#17188
Indian Institute of Information Technology, Design & Manufacturing, Kancheepuram#Computer Science and Engineering with Major in Artificial Intelligence (4 Years, Bachelor of Technology)#AI#OPEN#Female-only (including Supernumerary)#10596#19586
Indian Institute of Information Technology, Design & Manufacturing, Kancheepuram#Electronics and Communication Engineering (4 Years, Bachelor of Technology)#AI#OPEN#Gender-Neutral#16473#26657
